uniprot|disease_name|effect_text|disease_description
P11362|Encephalocraniocutaneous lipomatosis|The disease is caused by mutations affecting the gene represented in this entry.|A sporadically occurring, neurocutaneous disorder characterized by ocular anomalies, skin lesions, and central nervous system anomalies. Clinical features include a well-demarcated hairless fatty nevus on the scalp, benign ocular tumors, intracranial and intraspinal lipomas, and congenital abnormalities of the meninges. Seizures, spasticity, and intellectual disability can be present.
P11362|Jackson-Weiss syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant craniosynostosis syndrome characterized by craniofacial abnormalities and abnormality of the feet: broad great toes with medial deviation and tarsal-metatarsal coalescence.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Crouzon syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant syndrome characterized by craniosynostosis, hypertelorism, exophthalmos and external strabismus, parrot-beaked nose, short upper lip, hypoplastic maxilla, and a relative mandibular prognathism.
P21802|Jackson-Weiss syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant craniosynostosis syndrome characterized by craniofacial abnormalities and abnormality of the feet: broad great toes with medial deviation and tarsal-metatarsal coalescence.
P21802|Jackson-Weiss syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant craniosynostosis syndrome characterized by craniofacial abnormalities and abnormality of the feet: broad great toes with medial deviation and tarsal-metatarsal coalescence.
P21802|Jackson-Weiss syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant craniosynostosis syndrome characterized by craniofacial abnormalities and abnormality of the feet: broad great toes with medial deviation and tarsal-metatarsal coalescence.
P21802|Jackson-Weiss syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant craniosynostosis syndrome characterized by craniofacial abnormalities and abnormality of the feet: broad great toes with medial deviation and tarsal-metatarsal coalescence.
P21802|Jackson-Weiss syndrome|The disease is caused by mutations affecting the gene represented in this entry.|An autosomal dominant craniosynostosis syndrome characterized by craniofacial abnormalities and abnormality of the feet: broad great toes with medial deviation and tarsal-metatarsal coalescence.
P21802|Apert syndrome|The disease is caused by mutations affecting the gene represented in this entry.|A syndrome characterized by facio-cranio-synostosis, osseous and membranous syndactyly of the four extremities, and midface hypoplasia. The craniosynostosis is bicoronal and results in acrocephaly of brachysphenocephalic type. Syndactyly of the fingers and toes may be total (mitten hands and sock feet) or partial affecting the second, third, and fourth digits. Intellectual deficit is frequent and often severe, usually being associated with cerebral malformations.
P21802|Apert syndrome|The disease is caused by mutations affecting the gene represented in this entry.|A syndrome characterized by facio-cranio-synostosis, osseous and membranous syndactyly of the four extremities, and midface hypoplasia. The craniosynostosis is bicoronal and results in acrocephaly of brachysphenocephalic type. Syndactyly of the fingers and toes may be total (mitten hands and sock feet) or partial affecting the second, third, and fourth digits. Intellectual deficit is frequent and often severe, usually being associated with cerebral malformations.
